x,y,t
546387.333371906818717430332712,0.063187456239645735784,-0.0020000000000000000000
546387.333371906818717430332712,-0.063187456239645735784,-0.0020000000000000000000
546387.333364949182938555802253,0.063026983888955124090,-0.0019900000000000000000
546387.333364949182938555802253,-0.063026983888955124090,-0.0019900000000000000000
546387.333357991484329474465479,0.062866112198079747394,-0.0019800000000000000000
546387.333357991484329474465479,-0.062866112198079747394,-0.0019800000000000000000
546387.333351033722890007015415,0.062704838092688252356,-0.0019700000000000000000
546387.333351033722890007015415,-0.062704838092688252356,-0.0019700000000000000000
546387.333344075898619974906169,0.062543158459011175182,-0.0019600000000000000000
546387.333344075898619974906169,-0.062543158459011175182,-0.0019600000000000000000
546387.333337118011519200352783,0.062381070143129490505,-0.0019500000000000000000
546387.333337118011519200352783,-0.062381070143129490505,-0.0019500000000000000000
546387.333330160061587506331073,0.062218569950246577374,-0.0019400000000000000000
546387.333330160061587506331073,-0.062218569950246577374,-0.0019400000000000000000
546387.333323202048824716577477,0.062055654643943127519,-0.0019300000000000000000
546387.333323202048824716577477,-0.062055654643943127519,-0.0019300000000000000000
546387.333316243973230655588900,0.061892320945414504928,-0.0019200000000000000000
546387.333316243973230655588900,-0.061892320945414504928,-0.0019200000000000000000
546387.333309285834805148622562,0.061728565532690048952,-0.0019100000000000000000
546387.333309285834805148622562,-0.061728565532690048952,-0.0019100000000000000000
546387.333302327633548021695837,0.061564385039833795736,-0.0019000000000000000000
546387.333302327633548021695837,-0.061564385039833795736,-0.0019000000000000000000
546387.333295369369459101586107,0.061399776056126074589,-0.0018900000000000000000
546387.333295369369459101586107,-0.061399776056126074589,-0.0018900000000000000000
546387.333288411042538215830602,0.061234735125225417062,-0.0018800000000000000000
546387.333288411042538215830602,-0.061234735125225417062,-0.0018800000000000000000
546387.333281452652785192726246,0.061069258744310196830,-0.0018700000000000000000
546387.333281452652785192726246,-0.061069258744310196830,-0.0018700000000000000000
546387.333274494200199861329504,0.060903343363199398074,-0.0018600000000000000000
546387.333274494200199861329504,-0.060903343363199398074,-0.0018600000000000000000
546387.333267535684782051456229,0.060736985383451888765,-0.0018500000000000000000
546387.333267535684782051456229,-0.060736985383451888765,-0.0018500000000000000000
546387.333260577106531593681504,0.060570181157443553125,-0.0018400000000000000000
546387.333260577106531593681504,-0.060570181157443553125,-0.0018400000000000000000
546387.333253618465448319339489,0.060402926987421614500,-0.0018300000000000000000
546387.333253618465448319339489,-0.060402926987421614500,-0.0018300000000000000000
546387.333246659761532060523270,0.060235219124535455855,-0.0018200000000000000000
546387.333246659761532060523270,-0.060235219124535455855,-0.0018200000000000000000
546387.333239700994782650084698,0.060067053767843220118,-0.0018100000000000000000
546387.333239700994782650084698,-0.060067053767843220118,-0.0018100000000000000000
546387.333232742165199921634242,0.059898427063293446530,-0.0018000000000000000000
546387.333232742165199921634242,-0.059898427063293446530,-0.0018000000000000000000
546387.333225783272783709540830,0.059729335102680972029,-0.0017900000000000000000
546387.333225783272783709540830,-0.059729335102680972029,-0.0017900000000000000000
546387.333218824317533848931695,0.059559773922576298392,-0.0017800000000000000000
546387.333218824317533848931695,-0.059559773922576298392,-0.0017800000000000000000
546387.333211865299450175692223,0.059389739503227596335,-0.0017700000000000000000
546387.333211865299450175692223,-0.059389739503227596335,-0.0017700000000000000000
546387.333204906218532526465797,0.059219227767434487056,-0.0017600000000000000000
546387.333204906218532526465797,-0.059219227767434487056,-0.0017600000000000000000
546387.333197947074780738653644,0.059048234579392709543,-0.0017500000000000000000
546387.333197947074780738653644,-0.059048234579392709543,-0.0017500000000000000000
546387.333190987868194650414677,0.058876755743508748567,-0.0017400000000000000000
546387.333190987868194650414677,-0.058876755743508748567,-0.0017400000000000000000
546387.333184028598774100665349,0.058704787003183463264,-0.0017300000000000000000
546387.333184028598774100665349,-0.058704787003183463264,-0.0017300000000000000000
546387.333177069266518929079489,0.058532324039563719792,-0.0017200000000000000000
546387.333177069266518929079489,-0.058532324039563719792,-0.0017200000000000000000
546387.333170109871428976088154,0.058359362470260993442,-0.0017100000000000000000
546387.333170109871428976088154,-0.058359362470260993442,-0.0017100000000000000000
546387.333163150413504082879475,0.058185897848035865806,-0.0017000000000000000000
546387.333163150413504082879475,-0.058185897848035865806,-0.0017000000000000000000
546387.333156190892744091398499,0.058011925659447301100,-0.0016900000000000000000
546387.333156190892744091398499,-0.058011925659447301100,-0.0016900000000000000000
546387.333149231309148844347038,0.057837441323465542270,-0.0016800000000000000000
546387.333149231309148844347038,-0.057837441323465542270,-0.0016800000000000000000
546387.333142271662718185183513,0.057662440190047422203,-0.0016700000000000000000
546387.333142271662718185183513,-0.057662440190047422203,-0.0016700000000000000000
546387.333135311953451958122803,0.057486917538672837880,-0.0016600000000000000000
546387.333135311953451958122803,-0.057486917538672837880,-0.0016600000000000000000
546387.333128352181350008136087,0.057310868576841085767,-0.0016500000000000000000
546387.333128352181350008136087,-0.057310868576841085767,-0.0016500000000000000000
546387.333121392346412180950691,0.057134288438525704795,-0.0016400000000000000000
546387.333121392346412180950691,-0.057134288438525704795,-0.0016400000000000000000
546387.333114432448638323049937,0.056957172182586419077,-0.0016300000000000000000
546387.333114432448638323049937,-0.056957172182586419077,-0.0016300000000000000000
546387.333107472488028281672985,0.056779514791136715631,-0.0016200000000000000000
546387.333107472488028281672985,-0.056779514791136715631,-0.0016200000000000000000
546387.333100512464581904814681,0.056601311167865532970,-0.0016100000000000000000
546387.333100512464581904814681,-0.056601311167865532970,-0.0016100000000000000000
546387.333093552378299041225403,0.056422556136311474124,-0.0016000000000000000000
546387.333093552378299041225403,-0.056422556136311474124,-0.0016000000000000000000
546387.333086592229179540410907,0.056243244438087892423,-0.0015900000000000000000
546387.333086592229179540410907,-0.056243244438087892423,-0.0015900000000000000000
546387.333079632017223252632170,0.056063370731057130079,-0.0015800000000000000000
546387.333079632017223252632170,-0.056063370731057130079,-0.0015800000000000000000
546387.333072671742430028905243,0.055882929587452117919,-0.0015700000000000000000
546387.333072671742430028905243,-0.055882929587452117919,-0.0015700000000000000000
546387.333065711404799721001088,0.055701915491943469610,-0.0015600000000000000000
546387.333065711404799721001088,-0.055701915491943469610,-0.0015600000000000000000
