x,y,t
540142.596697409809765288766219,0.0086378684978891091271,-7.4600000000000000000e-5
540142.596697409809765288766219,-0.0086378684978891091271,-7.4600000000000000000e-5
540142.596697487708430240710633,0.0086262809793012038470,-7.4500000000000000000e-5
540142.596697487708430240710633,-0.0086262809793012038470,-7.4500000000000000000e-5
540142.596697565607050341648565,0.0086146778820516138750,-7.4400000000000000000e-5
540142.596697565607050341648565,-0.0086146778820516138750,-7.4400000000000000000e-5
540142.596697643505625591576599,0.0086030591431066873409,-7.4300000000000000000e-5
540142.596697643505625591576599,-0.0086030591431066873409,-7.4300000000000000000e-5
540142.596697721404155990491321,0.0085914246990065908880,-7.4200000000000000000e-5
540142.596697721404155990491321,-0.0085914246990065908880,-7.4200000000000000000e-5
540142.596697799302641538389314,0.0085797744858612647040,-7.4100000000000000000e-5
540142.596697799302641538389314,-0.0085797744858612647040,-7.4100000000000000000e-5
540142.596697877201082235267163,0.0085681084393463280575,-7.4000000000000000000e-5
540142.596697877201082235267163,-0.0085681084393463280575,-7.4000000000000000000e-5
540142.596697955099478081121453,0.0085564264946989345978,-7.3900000000000000000e-5
540142.596697955099478081121453,-0.0085564264946989345978,-7.3900000000000000000e-5
540142.596698032997829075948768,0.0085447285867135766615,-7.3800000000000000000e-5
540142.596698032997829075948768,-0.0085447285867135766615,-7.3800000000000000000e-5
540142.596698110896135219745692,0.0085330146497378378194,-7.3700000000000000000e-5
540142.596698110896135219745692,-0.0085330146497378378194,-7.3700000000000000000e-5
540142.596698188794396512508811,0.0085212846176680928784,-7.3600000000000000000e-5
540142.596698188794396512508811,-0.0085212846176680928784,-7.3600000000000000000e-5
540142.596698266692612954234710,0.0085095384239451545438,-7.3500000000000000000e-5
540142.596698266692612954234710,-0.0085095384239451545438,-7.3500000000000000000e-5
540142.596698344590784544919972,0.0084977760015498659300,-7.3400000000000000000e-5
540142.596698344590784544919972,-0.0084977760015498659300,-7.3400000000000000000e-5
540142.596698422488911284561184,0.0084859972829986380947,-7.3300000000000000000e-5
540142.596698422488911284561184,-0.0084859972829986380947,-7.3300000000000000000e-5
540142.596698500386993173154929,0.0084742022003389317547,-7.3200000000000000000e-5
540142.596698500386993173154929,-0.0084742022003389317547,-7.3200000000000000000e-5
540142.596698578285030210697794,0.0084623906851446823301,-7.3100000000000000000e-5
540142.596698578285030210697794,-0.0084623906851446823301,-7.3100000000000000000e-5
540142.596698656183022397186362,0.0084505626685116674435,-7.3000000000000000000e-5
540142.596698656183022397186362,-0.0084505626685116674435,-7.3000000000000000000e-5
540142.596698734080969732617220,0.0084387180810528159871,-7.2900000000000000000e-5
540142.596698734080969732617220,-0.0084387180810528159871,-7.2900000000000000000e-5
540142.596698811978872216986951,0.0084268568528934578567,-7.2800000000000000000e-5
540142.596698811978872216986951,-0.0084268568528934578567,-7.2800000000000000000e-5
540142.596698889876729850292142,0.0084149789136665134296,-7.2700000000000000000e-5
540142.596698889876729850292142,-0.0084149789136665134296,-7.2700000000000000000e-5
540142.596698967774542632529378,0.0084030841925076218516,-7.2600000000000000000e-5
540142.596698967774542632529378,-0.0084030841925076218516,-7.2600000000000000000e-5
540142.596699045672310563695243,0.0083911726180502071790,-7.2500000000000000000e-5
540142.596699045672310563695243,-0.0083911726180502071790,-7.2500000000000000000e-5
540142.596699123570033643786323,0.0083792441184204814027,-7.2400000000000000000e-5
540142.596699123570033643786323,-0.0083792441184204814027,-7.2400000000000000000e-5
540142.596699201467711872799204,0.0083672986212323833661,-7.2300000000000000000e-5
540142.596699201467711872799204,-0.0083672986212323833661,-7.2300000000000000000e-5
540142.596699279365345250730471,0.0083553360535824525681,-7.2200000000000000000e-5
540142.596699279365345250730471,-0.0083553360535824525681,-7.2200000000000000000e-5
540142.596699357262933777576709,0.0083433563420446368237,-7.2100000000000000000e-5
540142.596699357262933777576709,-0.0083433563420446368237,-7.2100000000000000000e-5
540142.596699435160477453334505,0.0083313594126650327380,-7.2000000000000000000e-5
