0.050000, 6704, 14001.374348579177770, 0, -1.2190184507789083416, 0
0.050000, 6705, 14003.562396036145858, 0, -2.7974062121471138839, 0
0.050000, 6706, 14004.628999797183434, 0, -1.3206817426642401092, 0
0.050000, 6707, 14005.489283585569964, 0, 1.7151549159558770833, 0
0.050000, 6708, 14008.027352816998593, 0, -1.1738782745570370125, 0
0.050000, 6709, 14009.853641785292326, 0, -2.8997765879912404435, 0
0.050000, 6710, 14010.471452717698058, 0, 2.8253528748186370913, 0
0.050000, 6711, 14013.438973464688176, 0, -0.80546004213850598771, 0
0.050000, 6712, 14016.111664982642245, 0, -2.2852012314444792367, 0
0.050000, 6713, 14017.552243725644052, 0, -1.5884297196121101343, 0
0.050000, 6714, 14018.740961957558108, 0, 0.0030219312095309956043, 0
0.10000, 6704, 14001.313515526290403, 0, -1.2139054553773305894, 0
0.10000, 6705, 14003.430497717625745, 0, -2.4914504280433619820, 0
0.10000, 6706, 14004.568731874393478, 0, -1.1161886355973504474, 0
0.10000, 6707, 14005.560974535272199, 0, 1.1916504413074530662, 0
0.10000, 6708, 14007.970037937988947, 0, -1.1190575641058141724, 0
0.10000, 6709, 14009.736932108162320, 0, -1.9312815961152003866, 0
0.10000, 6710, 14010.582477736895819, 0, 1.7783540632440941763, 0
0.10000, 6711, 14013.398775388749294, 0, -0.80249753360652339970, 0
0.10000, 6712, 14016.000714291166698, 0, -2.1551493139360152108, 0
0.10000, 6713, 14017.475441689571834, 0, -1.4887155990744733797, 0
0.10000, 6714, 14018.736743758741894, 0, -0.16414084357642195712, 0
0.15000, 6704, 14001.252995368017621, 0, -1.2065529226570287590, 0
0.15000, 6705, 14003.312167831065008, 0, -2.2508285586991879264, 0
0.15000, 6706, 14004.515733301431416, 0, -1.0141691009609758123, 0
0.15000, 6707, 14005.611190687778143, 0, 0.83662800798491139160, 0
0.15000, 6708, 14007.915402932569710, 0, -1.0668682669900663166, 0
0.15000, 6709, 14009.652261719012708, 0, -1.4999740767358296164, 0
0.15000, 6710, 14010.657553998364972, 0, 1.2693661790022857049, 0
