693, 2109.5620789565626998, 2110.0042929513714724, 0.4422139948, 8.371921641, -0.02444415215, 0.1748589217, 11.24071947
922, 2658.0870359930372025, 2658.4100375709672697, 0.3230015779, 8.225352377, -0.01304125242, 0.2343089466, 8.691388423
996, 2831.1715695909907024, 2831.5631626065658202, 0.3915930156, 8.330113209, -0.01916813623, 0.2043066913, 9.807412989
1496, 3954.3478873960797580, 3954.5428923994930215, 0.1950050034, 8.073515616, -0.004753368920, 0.2687412550, 7.624594088
1753, 4509.1244939887791062, 4509.5181580026079906, 0.3936640138, 8.393127629, -0.01937141947, 0.2032724117, 9.853921429
1761, 4525.3488612964195991, 4525.7566107623222245, 0.4077494659, 8.351427226, -0.02078245337, 0.1955932515, 10.17784711
1797, 4602.4682515976618059, 4602.9096807034569290, 0.4414291058, 8.337403654, -0.02435745693, 0.1751461744, 11.19678390
2293, 5640.9776840438331699, 5641.3216821075623199, 0.3439980637, 8.337799859, -0.01479183348, 0.2260464777, 8.967192340
2411, 5882.5232030693742347, 5882.8504355126844941, 0.3272324433, 8.282580964, -0.01338513399, 0.2329931050, 8.754246780
3150, 7364.8374628713346118, 7365.1434610981361985, 0.3059982268, 8.226098065, -0.01170436435, 0.2402984519, 8.492421054
3295, 7648.8371062490160491, 7649.0820743187012331, 0.2449680697, 8.106496380, -0.007501169396, 0.2584217999, 7.951726110
3338, 7733.6448082265731296, 7733.9446562499946365, 0.2998480234, 8.210009478, -0.01123860464, 0.2428306054, 8.442935483
3777, 8585.4528899504627531, 8585.6345267810282752, 0.1816368306, 8.101478889, -0.004123992277, 0.2748498743, 7.661105339
3794, 8618.3459299536830166, 8618.7172301393914069, 0.3713001857, 8.364026681, -0.01723297849, 0.2145117630, 9.422038931
3834, 8695.2560601445792816, 8695.5774706435574402, 0.3214104990, 8.270304463, -0.01291308861, 0.2353812336, 8.689851352
3963, 8942.7235145045756107, 8943.1003911807040671, 0.3768766761, 8.334401729, -0.01775450363, 0.2116839362, 9.515810869
3966, 8948.3725551548128807, 8948.6341835579555435, 0.2616284031, 8.170805157, -0.008556177666, 0.2547779916, 8.102640603
4087, 9179.2868989790190517, 9179.4976230679681462, 0.2107240889, 8.158753826, -0.005550580208, 0.2708889988, 7.863383490
4311, 9604.3767390170086532, 9604.7557017395151421, 0.3789627225, 8.308980427, -0.01795159313, 0.2106785932, 9.555275104
4510, 9980.6909605727122059, 9980.8994036380337733, 0.2084430653, 8.185482267, -0.005431063935, 0.2703139905, 7.819563495
4532, 10021.622345089457523, 10021.866396212079832, 0.2440511226, 8.126427992, -0.007445118807, 0.2588850488, 7.952265199
4765, 10458.397114398440702, 10458.483622517998096, 0.08650811956, 8.017644773, -0.0009354568437, 0.2859908815, 7.320983644
4988, 10873.316801344250191, 10873.641289860175873, 0.3244885159, 8.263238388, -0.01316159962, 0.2345392647, 8.738943507
5130, 11137.597160244075734, 11137.825867540838116, 0.2287072968, 8.153551143, -0.006538378449, 0.2642473649, 7.897028076
5253, 11364.198339849415134, 11364.576300293693336, 0.3779604443, 8.384154941, -0.01785676218, 0.2114144643, 9.547585858
5574, 11956.053180838579538, 11956.278619451580126, 0.2254386130, 8.288223599, -0.006352821029, 0.2669761174, 7.934576555
5700, 12186.384670651135036, 12186.566853635355466, 0.1821829842, 8.099132492, -0.004148829967, 0.2729870544, 7.614453145
5784, 12338.789472935301482, 12339.076305296897904, 0.2868323616, 8.222687773, -0.01028410046, 0.2480108022, 8.346064095
